job_title,company_name,location,work_type,salary,job_description,_scrape_timestamp
Creative Graphic Designer,PT. SATU BISNIS INDONESIA,"Jakarta Utara, Jakarta Raya",Full time,Rp 7.500.000 – Rp 11.000.000 per month,"Kualifikasi / Requirements:
•⁠ ⁠Pendidikan minimal D3/S1 Desain Komunikasi Visual, Desain Grafis, Multimedia, atau bidang terkait.
•⁠ ⁠Pengalaman kerja minimal 2 tahun di bidang desain grafis (industri teknologi, lifestyle, atau aksesoris smartphone lebih diutamakan).
•⁠ ⁠Expert dalam Adobe Creative Suite (Photoshop, Illustrator). (Keahlian 3D model menjadi nilai plus).
•⁠ ⁠Memiliki portofolio kuat: menampilkan karya packaging, campaign Key Visual, branding, social media, website layout, dan materi produk.
•⁠ ⁠Berpengalaman mengembangkan konsep kreatif dari tahap ide hingga eksekusi final.
•⁠ ⁠Menguasai prinsip desain (branding, typography, color psychology, visual storytelling) dan update dengan tren industri global.
•⁠ ⁠Memahami proses cetak & spesifikasi digital untuk hasil optimal.
•⁠ ⁠Soft skill: bertanggung jawab, proaktif, komunikatif, adaptif, serta memiliki leadership skill untuk mengarahkan tim.
Tanggung Jawab / Responsibilities:
•⁠ ⁠Membuat dan mengarahkan desain untuk packaging, branding, POSM, social media assets, e-commerce, dan campaign besar.
•⁠ ⁠Mengembangkan Key Visual (KV) utama untuk product launch, promosi, maupun campaign branding.
•⁠ ⁠Mendesain serta mengembangkan layout website yang modern, user-friendly, dan konsisten dengan brand identity.
•⁠ ⁠Mendesain materi produk baru: packaging, box, sleeve, kartu panduan, sticker, hingga aksesoris pendukung.
•⁠ ⁠Berkolaborasi dengan tim marketing & produk untuk menghasilkan campaign visual yang impactful.
•⁠ ⁠Menjadi creative lead dalam memastikan konsistensi brand di semua platform (print, digital, web, mobile, retail display).
NOTE: MOHON CANTUMKAN CV DAN PORTOFOLIO DALAM SATU FILE DI RESUME",2025-11-24T12:18:22.276375
Graphic Designer,URBAN GLOW COSMETICS,"Jakarta Utara, Jakarta Raya",Full time,None,"OPEN RECRUITMENT — PT Urban Glow Cosmetics
Kami mengundang talenta kreatif dan berpengalaman untuk bergabung bersama brand kecantikan terbaru kami sebagai Graphic Designer. Jika Anda memiliki passion dalam industri beauty dan ingin membangun brand dari awal, posisi ini untuk Anda!
Kualifikasi
Memiliki portfolio di industri beauty (wajib).
Memahami tren estetika visual kosmetik & skincare.
Berpengalaman dalam mengembangkan brand dari nol: termasuk pembuatan brand guidelines, visual identity, arah desain packaging, dan asset kreatif lainnya.
Menguasai software desain seperti Adobe Illustrator, Photoshop, dan Figma.
Kreatif, detail-oriented, dan memiliki kemampuan komunikasi yang baik.
Mampu bekerja secara mandiri maupun kolaboratif dengan tim.
Tanggung Jawab
Membuat dan mengembangkan brand identity serta brand guidelines Urban Glow.
Mendesain kebutuhan visual untuk:
Social media (Instagram, TikTok, dsb.)
E-commerce banner (Shopee, Tokopedia, TikTok Shop)
Digital ads, campaign assets, dan materi marketing lainnya.
Memberikan creative direction untuk desain packaging.
Berkolaborasi dengan tim Creative & Marketing untuk membangun karakter visual brand dari awal.
Menyusun konsep visual yang konsisten dan menarik untuk seluruh touchpoint brand.",2025-11-24T12:18:38.557185
Desain Grafis,PT GIANDHI DUNIA REKREASI,"Jakarta Selatan, Jakarta Raya",Full time,None,"Job Description.
Use digital illustration, photo editing software, and layout software to create designs.
Create visual elements such as original images, and illustrations that help deliver a desired message.
Incorporate changes recommended by Head of Brand into final designs
Review designs for errors before printing or publishing them
Planning concepts by studying relevant information and materials.
Illustrating concepts by designing examples of art arrangement, size, type size and style and submitting them for approval.
Preparing finished art by operating necessary equipment and software.
Communicating with other division about layout and design.
Creating a wide range of graphics and layouts for product illustrations, company logos, and social media, website with software such as photoshop.
Reviewing final layouts and suggesting improvements when necessary.
responsible for brand image.
Required skills :
Illustrator, Photoshop, In Design, or another tools is an advantage.
Bachelor’s degree or Diploma in graphic design or related field.
Minimum 3 years of experience in Graphic Designer in Retail Industry.
Portfolio of design is required for this position.
Possession of creative flair, versatility, Conceptual/Visual Ability, and Originality.
Keep update with technology, visual design, and knowledge that relates with the company.
Fun, Easy Going, and Digital Savvy.
Professionalism regarding time and deadlines English and Bahasa is a must.",2025-11-24T12:18:55.044564
Junior Graphic Designer (AI-Assisted Design + Basic Video Editing),CV Jago Kasih Solusi,Jakarta Raya,Full time,Rp 4.500.000 – Rp 6.500.000 per month,"We are looking for a
Junior Graphic Designer
who is creative, detail-oriented, and familiar with using AI tools to support the design process.
You will create various visual assets for marketing, social media, blog content, and brand materials — with occasional simple video editing.
Responsibilities
Create graphic designs for promotional materials, website/blog visuals, and social media content.
Develop creative visual concepts aligned with brand guidelines.
Utilize AI design tools (e.g., Canva AI, Midjourney, Adobe Firefly) to speed up the design workflow.
Perform
basic video editing
using tools such as
CapCut
, Canva Video, or similar.
Collaborate with the marketing and content teams to deliver high-quality visuals.
Ensure consistency, accuracy, and timely delivery of all design assets.
Revise designs based on internal feedback.
Qualifications
Minimum 1 year experience in graphic design (fresh graduates with strong portfolios are welcome).
Proficient with design tools:
Canva, Figma, Photoshop/Illustrator (preferred).
Familiar with
AI design tools
(Midjourney, DALL·E, Canva AI, Adobe Firefly, Heygen, etc.).
Able to do
simple video editing
(CapCut, Canva Video, etc.).
Strong understanding of layout, color theory, and typography.
Creative, organized, detail-oriented, and able to meet deadlines.
Able to work both independently and in a team.
Must provide a portfolio.
Benefits:
Competitive monthly salary
Religious Holiday Allowance (THR)
Annual performance bonus
Opportunity to grow and learn AI-driven creative workflows.
Supportive, fast-growing working environment.",2025-11-24T12:18:55.956586
Graphic Designer,The Lagoons Bali,Bali,Full time,None,"About the role
The Lagoons Bali is seeking an outstanding Graphic Designer to join our dynamic team in Bali. As a Graphic Designer, you will be responsible for creating visually stunning and impactful designs that support our branding, marketing, and digital initiatives. This is a full-time position based in our beautiful resort location in Bali.
What you'll be doing
Develop and design a wide range of visual materials, including brochures, advertisements, social media graphics, and web assets
Collaborate closely with the marketing and creative teams to conceptualise and execute designs that align with our brand identity and campaigns
Stay up-to-date with the latest design trends and techniques to continuously enhance the quality and impact of our visual assets
Manage multiple design projects simultaneously, ensuring timely delivery and adherence to brand guidelines
Contribute to the development and maintenance of our design library, including templates, style guides, and design elements
What we're looking for
A bachelor's degree or equivalent in Graphic Design, Visual Communications, or a related field
Minimum 3-5 years of experience as a Graphic Designer, preferably in the hospitality or tourism industry
Proficiency in Adobe Creative Cloud, with strong skills in Photoshop, Illustrator, and InDesign
Excellent eye for design, typography, and colour, with the ability to create visually appealing and on-brand designs
Strong problem-solving and critical thinking skills, with the ability to work collaboratively and independently
Familiarity with web design principles and experience in designing for digital platforms
Excellent time management and organisational skills to handle multiple projects simultaneously
What we offer
At The Lagoons Bali, we are committed to providing our employees with a rewarding and fulfilling work environment. As a Graphic Designer, you'll enjoy a competitive salary, generous holiday entitlement, opportunities for professional development, and access to our world-class resort facilities. We also offer comprehensive health and wellness benefits to support your well-being. Join our team and be part of an organisation that values creativity, innovation, and a work-life balance.
About us
The Lagoons Bali is a luxury resort located in the heart of Bali, Indonesia. Our resort offers a unique blend of modern amenities and traditional Balinese hospitality, catering to discerning travellers from around the world. We are a dynamic and growing organisation committed to delivering exceptional experiences for our guests and creating a positive impact on the local community. If you're passionate about design, hospitality, and the Balinese way of life, we encourage you to apply for this exciting opportunity.
Apply now to become our next Graphic Designer and be part of The Lagoons Bali team.",2025-11-24T12:19:12.240796
Digital Graphic Designer,PT Santos Jaya Abadi,"Jakarta Pusat, Jakarta Raya",Full time,None,"Tugas & Tanggung Jawab :
Membuat dan mengusulkan design kreatif untuk konten digital, serta menurunkan
key visual
komunikasi brand ke berbagai materi digital agar tujuan promosi dan objektif dari brand tersebut dapat tersampaikan.
Persyaratan:
S1 Jurusan Design Graphic/Desain Komunikasi Visual
Memiliki pengalaman dibidang yang sama minimal 1-2 tahun
Mampu mengoperasikan apps penunjang seperti, Adobe (Illustrator, After Effect), Canva, Capcut. Point plus jika menguasai Adobe Premier Pro, Creator Studio dari platform social media di Meta/Tiktok/Google
Memiliki pengetahuan perihal analitik dan algoritma social media (instagram, tiktok, x, youtube)
Bersedia di tempatkan di kantor Marketing, Jakarta Pusat.",2025-11-24T12:19:28.582202
Senior Creative Design,PT Prima Hidup Lestari,"Jakarta Selatan, Jakarta Raya",Full time,None,"Membuat dan mengembangkan konsep desain kreatif untuk kampanye pemasaran, media sosial, iklan, dan materi promosi lainnya.
Memastikan semua hasil desain sesuai brand guidelines dan standar kualitas perusahaan.
Mengusulkan ide-ide visual yang inovatif dan relevan dengan tren industri.
Mengelola timeline dan prioritas proyek desain dari brief hingga final delivery.
Memastikan output desain selalu tepat waktu dan sesuai kebutuhan.
Memantau tren desain grafis, tipografi, warna, dan media visual terkini.
Mengadaptasi tren baru untuk meningkatkan daya tarik visual brand.
Mengedit video untuk kebutuhan promosi, media sosial, dan kampanye pemasaran.
Membuat motion graphics, animasi, dan efek visual untuk meningkatkan kualitas video.
Mengelola proses produksi video mulai dari konsep, shooting (jika diperlukan), hingga post-production.
Kualifikasi:
Lulus S1
Desain Grafis, Desain Komunikasi Visual, Seni Rupa
Min. posisi senior design grafis 4-5 tahun terutama di industri retail F&B
Wajib menguasai Motion dan Editing video
Menguasai software desain (Adobe Illustrator, Photoshop, InDesign, After Effect, Adobe Premiere atau software sejenis).
Memahami desain untuk media digital dan cetak.
Memiliki portofolio
yang kuat dan relevan.
Kreatif, detail oriented, dan memiliki sense of aesthetics yang baik.
Mampu bekerja multitasking dengan deadline ketat.
Memiliki kemampuan komunikasi yang baik dan mampu memberi arahan visual",2025-11-24T12:19:44.947497
Graphic Design,PT Yonming Indonesia,"Jakarta Utara, Jakarta Raya",Full time,Rp 6.000.000 – Rp 9.000.000 per month,"About the role
Are you a talented Graphic Designer looking to join a dynamic and innovative multi national company? PT YonMing Indonesia which under YonMing Group, a leading provider of heavy commercial vehicle services, is seeking a creative and skilled Graphic Designer to join our team. In this full-time role, you will be responsible for creating visually stunning designs that captivate our product and elevate our brand. Our Indoneisa office are based in the vibrant North Jakarta, Jakarta, this is an excellent opportunity to showcase your design expertise and contribute to the growth of our organisation.
What you'll be doing
Collaborate with cross-functional teams to conceptualise and develop cohesive, brand-aligned visual assets such as logos, marketing materials, and digital content
Translate marketing team requirements and creative briefs into visually appealing and effective design solutions
Maintain and continuously improve the company's design standards and brand guidelines
Provide design support and mentorship to junior designers, helping them to develop their skills and contribute to project success
Effectively manage multiple design projects simultaneously, ensuring timely delivery and adherence to marketing needs.
What we're looking for
A degree in Graphic Design, Visual Communications, or a related field
3+ years of experience
as a Graphic Designer, preferably in a fast-paced, agency or in-house environment
Proficiency in Adobe Creative Suite (Photoshop, Illustrator, InDesign) and other design software
Strong conceptual and visual problem-solving skills, with the ability to translate complex ideas into compelling designs
Excellent attention to detail and a keen eye for typography, layout, and color theory
Effective communication and collaboration skills to work closely with cross-functional teams
A portfolio showcasing your best work and demonstrating your versatility across various design disciplines
Social media knowledge will be a plus for the resume.
What we offer
At PT YonMing Indonesia, we are committed to providing our employees with a fulfilling and rewarding work experience. Along with a competitive salary, we offer a comprehensive benefits package, including Uniform, BPJS Kesehatan, BPJS Ketenagakerjaan, Annual Bonus and THR. Our office in North Jakarta, Jakarta provides a modern and collaborative work environment, and we encourage a healthy work-life balance through flexible scheduling and remote work options. If you're ready to join a company that values creativity, innovation, and personal growth, we encourage you to apply now.",2025-11-24T12:19:45.856560
GRAPHIC DESIGNER,Pengiklan Anonim,"Jakarta Utara, Jakarta Raya",Full time,None,"GRAPHIC DESIGNER
Job Description
Design and produce high-quality graphics for digital and print media, including social media posts, website banners, advertisements, brochures, and promotional materials.
Collaborate with marketing and content teams to ensure brand consistency across all designs.
Develop unique, creative concepts for campaigns and product launches.
Maintain and update brand assets, templates, and design guidelines.
Optimize graphics and layouts for different platforms and formats.
Capture high-quality images for a variety of purposes, including product shots, events, and promotional campaigns.
Plan, organize, and execute photoshoots, ensuring alignment with the brand's style and marketing objectives.
Edit, retouch, and optimize images for both digital and print use.
Qualifications:
Bachelor's degree in Graphic Design, Visual Arts, Photography, or a related field.
Proven experience (2+ years) in graphic design and photography, with a strong portfolio showcasing both skills.
Proficiency in Adobe Creative Suite (Photoshop, Illustrator, InDesign, and Lightroom) dan Capcut
Strong understanding of color theory, typography, and layout principles.
Hands-on experience with photography equipment, lighting, and composition.
Ability to multitask and manage multiple projects in a fast-paced environment.
Excellent attention to detail and ability to meet deadlines.
Strong communication and interpersonal skills.
Please attach recent portfolios for reviewing prior to interview process",2025-11-24T12:20:02.179452
Graphic Designer,PT Macksons Mandiri Indonesia,Jakarta Raya,Full time,Rp 5.000.000 – Rp 7.000.000 per month,"Company Profile / Profil Perusahaan:
""PT Macksons Mandiri Indonesia is a subsidiary and flagship company of the globalconglomerate, Macksons Holdings, which is a leading Manufacturer, Distributor andexporter of Powertools, Lighting, Tiles & Paints under flagship brands MEN Powertools,MEN lighting/ Macktiles and Multilac Paint.
We are seeking suitable candidates for our Power Tools, Lighting and Tile division.""
Requirements :
Pendidikan minimal D3/S1 di bidang Desain Komunikasi Visual, Multimedia, atau sejenisnya
Menguasai software desain seperti Adobe Photoshop, Illustrator, CorelDRAW
Menguasai software video editing seperti Adobe Premiere Pro, After Effects, CapCut, atau DaVinci Resolve
Memahami proses printing dan produksi media cetak (bahan, warna, layout, ukuran, file siap cetak)
Kreatif, detail-oriented, dan memiliki sense visual yang kuat
Mampu bekerja dalam tim maupun secara mandiri dengan deadline ketat
Mampu berkomunikasi dalam Bahasa Inggris (lisan & tulisan)
Memiliki portofolio desain dan video editing
Pengalaman minimal 1 tahun di bidang serupa (fresh graduate dipersilakan melamar)
Job Descriptions :
Mendesain materi visual untuk media sosial, website, promosi produk, dan kebutuhan internal
Melakukan editing video untuk konten digital dan promosi
Menyiapkan dan memeriksa file siap cetak untuk berbagai kebutuhan printing (brosur, banner, packaging, merchandise, dll.)
Berkoordinasi dengan vendor percetakan untuk memastikan kualitas hasil cetak sesuai standar desain
Mengembangkan ide-ide kreatif untuk kampanye visual perusahaan
Menjaga konsistensi brand identity di seluruh media, digital maupun cetak
Berkolaborasi dengan tim marketing dan konten untuk menghasilkan materi promosi yang efektif
Benefit / Benefits
Gaji kompetitif sesuai kemampuan dan pengalaman
Lingkungan kerja kreatif dan dinamis
Kesempatan pengembangan diri dan karier
Jika Anda tertarik untuk bergabung dengan tim kami dan mengambil peran sebagai Graphic Designer di PT Macksons Mandiri Indonesia, silakan lamar sekarang.",2025-11-24T12:20:03.545292
Graphic Designer Staff (F&B),Jakarta FnB,"Jakarta Utara, Jakarta Raya",Full time,Rp 5.000.000 – Rp 6.500.000 per month,"Anda adalah orang yang
KREATIF?
Memiliki
KETERAMPILAN DESIGN?
Terbiasa bekerja dengan
DEADLINE?
Ingin mempunyai
PENGHASILAN
hingga
6 JUTA/BULAN?
Kami adalah perusahaan
F&B
yang
akan membuka 100 cabang di
South East Asia
dan menjadi perusahaan
F&B
yang dikenal oleh dunia.
Kami memiliki beberapa grup restoran Chinese Food
(A Hwa, Da Ge Big Brother, Pesta Rasa Nusantara, Fortune Star)
yang sudah beroperasi di berbagai
TEMPAT STRATEGIS di JAKARTA.
JADILAH GRAPHIC DESIGNER STAFF JAKARTA FNB INDONESIA
HANYA JIKA ANDA:
Memiliki ide-ide kreatif dalam pembuatan design dan konten
Terbiasa dan mampu bekerja sesuai target
Menguasai software desain grafis
Kualifikasi:
Lulusan S1 Desain Komunikasi Visual (DKV)
Memiliki pengalaman minimal 3 tahun
Terbiasa membuat konten Instagram Reels
Menguasai software design, seperti Adobe Illustrator, Adobe Photoshop, dan lain sebagainya
Perbaharui profil Anda, lampirkan CV dan Portofolio terbaru. Klik ""LAMAR"" sebelum tanggal 15 DESEMBER 2025.",2025-11-24T12:20:04.519254
GRAPHIC DESIGNER (Skilled in Videography Editing),PT Chiringuito Del Kabron (El Kabron Bali),"Badung, Bali",Full time,None,"EXPERIENCED GRAPHIC DESIGNER WITH VIDEOGRAPHY EDITING SKILLS
Responsibilities & Duties:
Creating various high-quality designs, illustrations, brochures, menus, logos, etc. for both online and print use.
Product and packaging design
Making sure all final designs look professional and match our brand style.
Making sure designs look good and match across social media, websites, print.
Improving designs based on feedback from the team.
Preparing design files for printing, checking print samples, coordination with printing houses to make sure top quality.
Assisting with photography and videography projects
Qualifications:
Minimum 3 years experience as a graphic designer
Great English
Excellent skills in Adobe Creative Suite: Photoshop, InDesign, Illustrator, Acrobat Pro, etc
Extensive knowledge of AI design software
Basic video skills in Premiere Pro are a must
Experience designing for print: Billboards, brochures, catalogues
Knowledge of printing processes and requirements.
Strong photo editing skills, including using presets and plugins
Extensive knowledge of Canva
Good communication and social skills
Positive, a team player, and willing to learn
Comfortable in fast-moving, hospitality and event environments
Can handle tight deadlines and manage many projects at once
Photography or video experience and drawing skills are a plus",2025-11-24T12:20:20.382506
Graphic Designer Staff,PT Shape-Up Indonesia,"Jakarta Selatan, Jakarta Raya",Full time,None,"Job Desc :
Design, layout and produce marketing collaterals for both offline and online that captivate and engage target audiences.
Responsible for continuously maintaining a consistent style based on company’s brand guidelines, internally and externally.
Provide visual with clear communication to audience with strong brand DNA values.
Actively contribute to brainstorming and developing creative concepts that support company creative campaigns.
Manage multiple design projects from initial brief to final execution, meeting deadlines while upholding quality standards.
Keep updated with creative industry trends and incorporate innovative design techniques to enhance company’s brand visual.
Qualification:
Minimum 2 years of experience in graphic design.
Bachelor’s degree or higher in Graphic Design, or related fields.
Ideal candidates will possess marketing experience, enhancing their ability to create compelling visuals.
Proficiency in graphic design with a keen eye for aesthetics and eye for detail.
Strong understanding of design principles, color theory and typography.
Competency in graphic design software and tools such as Adobe Creative Suites (Photoshop, Illustrator, After Effects, Premiere, etc.)
Motion graphic, Photography or Videography skill is a plus.
Excellent communication, teamwork, and time-management skills.
Proven ability to handle multiple projects simultaneously while maintaining high-quality standards.
Ability to work in fast-paced environment.",2025-11-24T12:20:36.717339
Sr. Design Graphic,PT PERKAKAS SUMBER KARYA,"Kemayoran, Jakarta Raya",Full time,Rp 6.000.000 – Rp 8.000.000 per month,"Tanggung Jawab Utama
- Memimpin proses kreatif dari tahap brainstorming, concepting, hingga eksekusi final.
- Mengembangkan ide visual untuk campaign marketing, digital ads, social media, branding, packaging, hingga media cetak.
- Memberikan creative direction yang jelas dan menginspirasi tim desain junior.
- Menjaga konsistensi brand guideline di seluruh touchpoints.
- Mengelola prioritas, timeline, dan kualitas output desain agar sesuai dengan target bisnis.
Kualifikasi yang Dibutuhkan
- Pendidikan minimal S1 di bidang Desain Komunikasi Visual / Seni Rupa / Multimedia / sejenisnya.
- Pengalaman kerja minimal 3 tahun di bidang Creative Design
- Portfolio yang kuat dan beragam (branding, digital, campaign, multimedia).
- Familiar dan dapat mengoprasikan software design yang di gunakan
- Pemahaman mendalam tentang branding dan user experience.
- Leadership skill untuk membimbing tim kreatif serta mampu mengelola beberapa proyek sekaligus.
- Detail-oriented, berpikir strategis, serta memiliki sense of art yang tajam.",2025-11-24T12:20:37.654044
Graphic Designer,CV Golden Technology Indo,"Jakarta Barat, Jakarta Raya",Full time,Rp 5.500.000 – Rp 7.000.000 per month,"Tanggung Jawab:
Design dan produksi materi kreatif
Mengoptimalkan visual untuk meningkatkan engagement dan brand awareness.
Berkoordinasi dengan tim Marketing, Social Media, dan Product; Memberikan masukan kreatif berdasarkan tren desain terkini.
Manajemen project
Lebih disukai apabila menguasai Motion graphics / animasi dasar (After Effects, Premiere); Fotografi atau videografi; UI/UX design dasar; Pengalaman di digital marketing atau social media.
Kualifikasi:
Pendidikan minimal D3/S1 Desain Komunikasi Visual atau bidang terkait.
Pengalaman 1–3 tahun sebagai Graphic Designer (fresh graduate welcome).
Menguasai Adobe Creative Suite (Photoshop, Illustrator, InDesign), Canva, atau tools lain.
Memahami prinsip desain (layout, komposisi, warna, tipografi).
Memahami tren desain terkini dan karakter visual social media.
Kreatif, detail-oriented, dan mampu bekerja cepat.
Mampu bekerja mandiri maupun dalam tim.
Wajib melampirkan portfolio design
Bersedia dengan sistem 6 hari kerja",2025-11-24T12:20:38.511127
Graphic Designer,Elnco Studio,"Kemayoran, Jakarta Raya",Full time,Rp 4.000.000 – Rp 5.000.000 per month,"ELNCO STUDIO, STUDIO KAOS & MERCHANDISE MENCARI DESIGNER GRAFIS BERTEMPAT DI KEMAYORAN, JAKARTA PUSAT.
TOLONG DIPERHATIKAN JARAK, WAKTU TEMPUH, GAJI YANG TERTERA SEBELUM MELAMAR !
Kualifikasi
MENGUASAI Adobe Illustrator, Photoshop, Indesign!
Diutamakan memiliki PENGALAMAN KERJA DESIGN & MENGERTI PROSES CETAK DIGITAL, OFFSET PRINTING MINIMAL 1 tahun
MINIMAL lulusan SMK  jurusan multimedia, grafika / Diploma
MENGUASAI aplikasi basic video editing
Mampu bekerja sama dalam TEAM
JUJUR, rajin bekerja dan belajar dengan CEPAT & TEPAT
Penempatan di KEMAYORAN, Jakarta Pusat
Deskripsi Pekerjaan:
1.⁠ ⁠Membuat mock up / preview design custom sesuai order dari admin / customer
2.⁠ ⁠Membuat design dan cetak untuk Digital , offset printing
3.⁠ ⁠Membuat template tema design sesuai instruksi supervisor
4.⁠ ⁠Membuat design untuk keperluan social media
5.⁠ ⁠Dokumentasi hasil printing untuk keperluan sosial media
6.⁠ ⁠Mengetahui dasar editing video untuk sosial media
7.⁠ ⁠Koordinasi dengan anggota tim lainnya untuk project bersama
MENGAPA DI ELNCO STUDIO?:
TEAM yang solid
BONUS Tahunan*
THR
Wawasan dan Skill profesional",2025-11-24T12:20:39.350203
Graphic Designer,Uper Education & Tour,"Jakarta Utara, Jakarta Raya",Full time,None,"Job Description
We are looking for a creative and detail-oriented
Graphic Designer
to join our team. In this role, you will be responsible for producing engaging and high-quality visual content for various digital platforms. You will work closely with and support the Head of Design to ensure consistent branding and impactful design across all materials.
Responsibilities:
Create visual content for social media, marketing materials, campaigns, and digital platforms.
Edit and produce video content using appropriate editing tools.
Collaborate with the design and marketing team to ensure all deliverables meet brand standards.
Support the Head of Design in daily tasks and ongoing projects.
Prepare content that includes graphic design and copywriting elements where needed.
Stay updated with design trends and new tools to keep creative output fresh and innovative.
Requirements:
Proven experience in graphic design.
Proficient in Adobe Software such as Premier Pro,
Proficient in CapCut, and Canva.
Strong design skills for social media and digital content.
Experience in copywriting and content creation.
Detail-oriented, creative, and able to work under deadlines.
Ability to work collaboratively in a fast-paced environment.",2025-11-24T12:20:55.632109
Visual Designer,PT Lafiye Mode Indonesia,"Jakarta Timur, Jakarta Raya",Full time,None,"We are looking for a talented Visual Designer to join our team. This role is ideal for someone with a strong background in visual arts, specializing in retouching, photography-based editing, and crafting engaging copy for visually driven campaigns.
Key Responsibilities:
Edit and design high-end marketing materials
, ensuring cohesive brand aesthetics and quality.
Create engaging, high-quality
daily content across various platforms.
Lead
retouching
efforts and elevate photography-based content, enhancing images to meet brand quality standards.
Edit and design product catalogs
with a meticulous
attention to detail.
Collaborate with the marketing team
to brainstorm and develop creative concepts.
Qualifications:
Preferably an expert with p
roven experience in high-end graphic
design for campaigns, catalog editing, and social media content.
Advanced skills in photography editing, retouching,
and
creating compelling on-image
copy with a strong eye for visual composition and detail.
Excellent
understanding of how design and copy work together
to engage audiences.
Proficient in
Adobe Photoshop, Illustrator, and InDesign,
with knowledge of print production processes.
Possess strong time management and organizational skills
with the ability to meet deadlines, handle multiple projects, and communicate effectively in a collaborative team environment.
Please consider that the office location is in
Jatinegara, East Jakarta.",2025-11-24T12:21:11.979060
Graphic Designer (Officer),FKS Group,Jakarta Raya,Full time,None,"Skills Required:
Software: all Adobe (Photoshop, Illustrator, InDesign, Premiere, AfterEffect), Microsoft Office
Skill: Branding/Corp Identity Design, Layouting, Packaging, Standard Animation, POSM Design
Skills and experience in using video editing or animation software is a big plus
Job Description:
To support all the design projects under Corporate Branding based on the user's briefing, including brand identity, logo, packaging, internal & external communication material, and other collaterals
Implementing the corporate branding guideline in terms of visual, color, and logo usage in all projects under Corporate Branding
To support and supervise all design related projects that includes the involvement of third party vendor
To support and supervise internal & external events in terms of design, production, and application
Willingness to do research and understand what the market needs and the updated trends to support all marketing communication design material
To be active in the project briefing and discussion by providing inputs and suggestions based on visualization",2025-11-24T12:21:28.390372
Content Creator (Photo & Graphic Design),Owlet Babystuff,"Jakarta Barat, Jakarta Raya",Full time,Rp 5.000.000 – Rp 7.000.000 per month,"Kami sedang mencari
Content Creator
yang kreatif, detail-oriented, dan memiliki kemampuan dalam
fotografi
serta
desain grafis
untuk membantu mengembangkan konten visual brand. Kandidat akan bertanggung jawab untuk membuat konten foto, mengedit visual, dan merancang materi grafis yang menarik untuk media sosial, khususnya Instagram.
Tanggung Jawab:
Melakukan pemotretan produk, event, atau kebutuhan brand lainnya.
Mengedit foto (color grading, retouching, layout visual).
Membuat desain grafis untuk Instagram (feed, story, reels cover, carousel).
Mengembangkan konsep konten visual sesuai branding perusahaan.
Berkolaborasi dengan tim untuk membuat konten yang menarik dan relevan.
Kualifikasi:
Pengalaman minimal 2 tahun sebagai Content Creator, Photographer, atau Graphic Designer (lebih diutamakan).
Menguasai software desain (Photoshop, Illustrator, Canva, atau sejenisnya).
Menguasai teknik fotografi dan basic videography.
Kreatif, komunikatif, dan mampu bekerja sesuai deadline.
Mampu membuat konten yang engaging di Instagram.
Portfolio wajib (foto + desain grafis).
Pekerja Full Time
Senin - Jumat : 08.00 - 17.00 (1 jam istirahat)
Sabtu : 08.00 - 14.00",2025-11-24T12:21:29.259646
Multimedia Designer,PT Yakin Maju Sentosa,"Jakarta Barat, Jakarta Raya",Full time,"Rp 6,000,000 – Rp 7,500,000 per month","Responsibilities
Create high-quality visual designs for both online and offline brand materials.
Develop offline collaterals such as posters, roll-up banners, brochures, flyers, and product catalog.
Support brand design development and ensure brand guideline consistency.
Design digital assets, including social media creatives, online advertising materials, and website pages.
Collaborate with marketing, product managers, and advertising teams to deliver on-brand visuals that communicate our design language effectively.
Requirements
Proficient in any of the following: Photoshop, Illustrator, Figma, Canva, CapCut.
Some graphic design and video editing experience will be a plus point.
Strong aesthetic judgment and attention to visual details.
Familiar with printing and production processes.
Able to translate requirements into effective, high-quality design outcomes.
Illustration or hand-drawing skills are a strong advantage.
Bachelor’s degree or Diploma in Visual Communication, Graphic Design, Advertising Design, or related field.
If you have a brand design experience please share your portfolio link.
Basic understanding of web design principles (responsive layout, adaptation, etc.).",2025-11-24T12:21:30.103577
